Date,Mode,Category,Remark,Amount,Income_Expense,Transaction_id
03-01-2020,Net Banking,Rent,rent paid for apartment,12212.9,Expense,898675d3-8704-408c-a67b-aad6a9c0a5be
03-01-2020,Debit Card,Utilities,sofa repair,1062.77,Expense,d9ae5827-a126-4e65-b26a-332c2b40d09c
04-01-2020,Net Banking,Rent,rent paid for apartment,13598.46,Expense,7b2d8ac6-24dd-4dc2-a1d8-97f4517630ef
04-01-2020,Mobile Wallet,Transportation,tram,52.45,Expense,eda5e495-3629-4c0a-8c12-e15ff669c2e5
04-01-2020,UPI,Utilities,sofa repair,3973.67,Expense,054308fb-a594-4e46-9b3e-469a37d75892
04-01-2020,Credit Card,Communication,zee5 subscription,637.13,Expense,224ace64-5b1d-4bd7-aa19-1dbbc2a91897
04-01-2020,Debit Card,Education,notebooks,1851.35,Expense,5a7897e5-6fd4-467a-9b52-a9c85b8e88ed
04-01-2020,UPI,Domestic Help,tailor new dress stitch,3625.16,Expense,1f982bf2-0b9e-42fd-ba14-dc59626c5e84
04-01-2020,Net Banking,Financial Dues,gold loan repayment,9142.99,Expense,7b001053-ac59-4a84-88cb-41a429c78f2f
05-01-2020,Net Banking,Financial Dues,brokerage fee,4142.13,Expense,d53a4d1b-a3e5-42b4-9c59-735890440cc7
05-01-2020,UPI,Domestic Help,driver salary,3803.42,Expense,a6b02c24-8312-403f-9da8-3e89f3757c7a
05-01-2020,Credit Card,Education,sketch pens,1105.27,Expense,b90b1e9f-bc01-4334-bb74-91af249b398b
05-01-2020,Mobile Wallet,Communication,set-top box install,1998.35,Expense,a586379a-c1a1-4677-979c-ec6cbda95ac5
05-01-2020,UPI,Healthcare,new bp machine bought,4839.31,Expense,38d1d3f3-93df-4a71-99f6-fa968bdbdbd8
05-01-2020,Credit Card,Transportation,tram,735.82,Expense,e2065713-a3a7-4231-b33a-6061ae510499
05-01-2020,Net Banking,Rent,rent paid for apartment,15114.18,Expense,4b4249f4-f535-42ce-beae-ddb95edb798f
05-01-2020,Credit Card,Utilities,door lock replacement,851.38,Expense,37f48907-0f96-4330-ab82-36e3e3afe41e
06-01-2020,UPI,Transportation,bike,410.5,Expense,adf4a0e7-3832-4a45-a6fe-086adad90d5d
06-01-2020,Credit Card,Utilities,appliances,1080.95,Expense,ca1495f1-6ae7-460f-871a-a6a2ea7e426e
06-01-2020,UPI,Domestic Help,maid fees,3875.59,Expense,85b7d778-cba1-44f3-8ebc-ddca66cbfb01
06-01-2020,Net Banking,Financial Dues,emergency fund,5359.73,Expense,1200641b-57e1-4e57-9e07-f83b3237042b
07-01-2020,Net Banking,Financial Dues,credit card annual fee,2470.95,Expense,1297e9f2-174c-4044-b181-055fd53509ff
07-01-2020,Cash,Gifts,eidi gift,1294.8,Income,4b978eaa-0ebd-4430-82b3-ff1acc3ae329
07-01-2020,Credit Card,Enrichment,coding bootcamp fees,2423.05,Expense,541f7b2e-24b8-4f43-a788-0102b98c1408
07-01-2020,UPI,Miscellaneous,refund from cancelled booking,1194.0,Income,d4ff760d-d159-4faa-96fd-330e637f79d5
07-01-2020,Credit Card,Utilities,light fixture installation,3868.18,Expense,5fc1b967-3853-4c20-8daf-d36d7bed40e7
07-01-2020,Cash,Transportation,suburban train,1165.19,Expense,a2a973c4-6fdd-48a9-ad92-f4298c9327af
07-01-2020,Mobile Wallet,Communication,hotstar,323.44,Expense,542d1a39-c740-4174-8e30-eeb2846f2331
08-01-2020,Net Banking,Rent,security deposit for flat,13732.35,Expense,51a49126-0040-42d2-8007-5dd090e4f74a
08-01-2020,UPI,Transportation,fastag recharge,344.81,Expense,b70e9342-641f-4d5e-ac1a-03fb1b8e7ca3
08-01-2020,Credit Card,Education,tuition fees,2439.8,Expense,c789547a-1881-46ae-86b4-47fa9ea9c5e0
08-01-2020,UPI,Domestic Help,plumber fee,4798.62,Expense,3f67b06b-80f6-4fbf-bc74-dcd2855c7118
08-01-2020,Debit Card,Miscellaneous,prize from lucky draw,2475.15,Income,554a568c-2366-44d6-bd17-a9f650333f56
09-01-2020,UPI,Discretionary,isha mind healing trip,3567.68,Expense,494d8d72-a41d-4b02-bcc6-92ba084c7b1b
09-01-2020,Net Banking,Financial Dues,property tax payment,13484.28,Expense,15155f31-728d-4ae3-b43e-f32cbef6bdbe
09-01-2020,Debit Card,Communication,broadband recharge,1704.28,Expense,35656468-3800-4ce8-a4eb-176ce052ed75
09-01-2020,Debit Card,Education,reference books,4111.38,Expense,b2ec9b3a-4876-4ab1-b1ef-6badb638f8ad
09-01-2020,Credit Card,Groceries,spices,814.04,Expense,e4271d62-9ce3-490f-bef3-56fb747ff44c
09-01-2020,Net Banking,Rent,lease amount,18910.38,Expense,ecf832c2-dbb8-470b-8c70-c9402d33870a
09-01-2020,Debit Card,Transportation,car cleaning,596.73,Expense,11f9f7c3-eb67-4c08-bd9e-0a2a4e9a1023
10-01-2020,Credit Card,Groceries,tata salt,514.06,Expense,6cfcfc41-c738-425f-8a84-aa917ba41d73
10-01-2020,UPI,Transportation,bike servicing,939.54,Expense,ab2eaaf6-1c92-4aea-b783-7b3172f3e9cd
10-01-2020,Debit Card,Communication,earphones,982.65,Expense,10f1811f-c946-495c-8ffa-1adc5fe2443f
10-01-2020,UPI,Domestic Help,tailor new dress stitch,2515.87,Expense,1a7fb205-34cd-42bf-be91-ac6ea0bc1d75
11-01-2020,UPI,Transportation,vehicle registration fee,579.3,Expense,31db7394-2c34-4292-beed-79e277eeb8fe
11-01-2020,Mobile Wallet,Rewards,first-time user bonus,140.28,Income,99c5ce56-ef3d-48c9-b512-c094c6b0aede
12-01-2020,Cash,Transportation,puncture repair,611.32,Expense,0d7b6f59-5a31-4e22-ae50-69d3368006d9
13-01-2020,Mobile Wallet,Groceries,detergent powder,183.64,Expense,cfc07c1a-9a26-46a0-99f8-8d9affa0276d
13-01-2020,Debit Card,Transportation,speeding fine,2935.07,Expense,d5f28a7e-581b-4d45-ba21-a2495181e722
14-01-2020,UPI,Groceries,atta,553.83,Expense,59d00b15-af13-45dc-92dd-7ab26c959861
14-01-2020,Mobile Wallet,Transportation,ev charging,1346.23,Expense,b331a4d8-c448-4445-9ee3-7b4bc04ecf20
15-01-2020,Cash,Transportation,cab pre-booking,1771.75,Expense,f163bb8c-e3a8-4b95-b065-c5f855a87d3a
15-01-2020,Cash,Groceries,sugar,354.84,Expense,5b63378d-59b5-4ed3-9572-a35f137ab49b
16-01-2020,Mobile Wallet,Groceries,chocolate,558.3,Expense,bde42f88-0839-4381-87a0-49dfa7cec029
16-01-2020,UPI,Transportation,car cleaning,300.41,Expense,14dd23cf-ca7a-4d22-ba50-428a5920e92b
17-01-2020,Cash,Groceries,veggies,746.54,Expense,4ffdf713-e3b5-4fcc-a17c-c00fc7fed959
17-01-2020,Cash,Transportation,new helmet,286.1,Expense,7f5d7e92-a001-482f-9c45-32ff97953f33
17-01-2020,UPI,Enrichment,art workshop fees,605.83,Expense,3d2ce514-1c4f-40ce-babe-fcee9210e592
18-01-2020,UPI,Healthcare,axe oil,4239.74,Expense,a3c60e26-2284-439a-8db3-21fcd1189460
18-01-2020,Cash,Miscellaneous,key duplication,349.92,Expense,03234d04-84bb-4f20-96bc-26e0eb664a22
20-01-2020,UPI,Transportation,rickshaw,1251.45,Expense,8613345d-a2fc-4619-80d6-33b738ff87c3
21-01-2020,Mobile Wallet,Transportation,train,649.24,Expense,8352ba3d-0444-4d92-bf43-f18ab529a8e8
21-01-2020,Credit Card,Enrichment,creative writing workshop,1911.17,Expense,8fbed65d-7384-4c8f-bb0f-5a98e516a056
22-01-2020,UPI,Care Essentials,nail polish,359.51,Expense,82a3d904-f31a-404e-b4eb-1c4907254571
22-01-2020,Credit Card,Rewards,reward points redemption,654.55,Income,bcde86e1-2b27-4ca6-9f2d-ed5fee580e6c
22-01-2020,UPI,Transportation,shuttle service,1366.5,Expense,cb9afba5-8eae-44fd-a262-23ac07605f38
22-01-2020,Debit Card,Groceries,toiletries,556.87,Expense,57818d1b-80d5-4e93-88ee-5543a765e02f
23-01-2020,UPI,Transportation,bike servicing,722.25,Expense,993de952-59d4-4cb9-81cb-511fcbe4e159
23-01-2020,UPI,Care Essentials,hair clips,199.23,Expense,c876371e-5dab-4ad6-a678-101edb10c4cc
23-01-2020,Mobile Wallet,Rewards,google pay scratch card win,126.84,Income,81741409-97fe-4d98-b63b-74704ac35e79
24-01-2020,UPI,Groceries,masala powders,414.27,Expense,e660364c-99e1-42ca-8a40-6f5e86dee733
25-01-2020,Mobile Wallet,Groceries,mop and broom,187.16,Expense,02531f4e-aa92-46f9-b091-84e1d801a986
25-01-2020,Cash,Transportation,diesel,70.11,Expense,288dc933-a10f-4c87-abea-a51e81ac2529
25-01-2020,Mobile Wallet,Side Hustle,blog monetization income,603.6,Income,1c43453b-1c0c-4c51-a68f-2ad5d0a53da1
25-01-2020,Debit Card,Miscellaneous,cash prize from competition,1047.85,Income,f91360eb-6169-4e03-95d4-20d6c04f7edc
26-01-2020,Cash,Transportation,intercity bus,386.41,Expense,7c96ac9b-9c65-4180-8a31-4b2feab02ce6
26-01-2020,Net Banking,Salary,employee referral bonus,37813.02,Income,fc10ed3f-6fd6-4f2a-9950-50291fcecfcd
27-01-2020,Credit Card,Miscellaneous,donation to charity,1192.94,Expense,f4f93a08-59ff-4ba7-ae21-e4dc6778fced
27-01-2020,UPI,Transportation,vehicle insurance premium,1050.57,Expense,f511f456-b6e9-431e-83b8-8f81617f8d12
27-01-2020,Mobile Wallet,Rewards,icici bank loyalty free points,103.72,Income,18fcde98-2fe4-4607-9def-22dc9ebe01e6
28-01-2020,Cash,Groceries,dal,140.47,Expense,12fc2fed-91bb-4794-94dc-c29af06a0af9
29-01-2020,Net Banking,Rent,rent received in cash,15751.04,Income,74a06606-9cb8-47cd-9bde-f693f6aa1a30
29-01-2020,Mobile Wallet,Groceries,room freshener,116.44,Expense,6aae27f9-7728-453b-9a60-f2a73045af93
29-01-2020,UPI,Transportation,cab pre-booking,467.33,Expense,f89052f6-8d02-420d-9f50-9f6541bf7ce6
29-01-2020,Cheque,Pension,monthly pension deposit,64358.85,Income,b92c8382-53d4-4672-8ca0-18ffa26316ef
30-01-2020,Net Banking,Stocks,shiba inu token sale,5154.19,Income,2a91c7e9-60b2-4cef-bb48-7e1f2928f197
30-01-2020,UPI,Side Hustle,pet grooming service payment,1007.41,Income,128e0b7a-136b-4f41-8051-88862f1c586d
30-01-2020,Debit Card,Pension,provident fund pension installment,31214.26,Income,aaa6f40d-3076-40ab-8f72-a7ed35ff1c4d
30-01-2020,UPI,Groceries,flour mill,158.19,Expense,7ba26e6d-0230-4dbf-b91e-1cc26a3d8f9c
30-01-2020,Net Banking,Rent,rent received with maintenance charges included,15981.88,Income,c5eec11e-11e5-4071-8cc1-37b7b80f379c
30-01-2020,Net Banking,Salary,salary advance repayment,35064.91,Income,620f3018-19d4-4d04-b5d0-3d5b758823b4
31-01-2020,Credit Card,Transportation,bike,509.16,Expense,0161113e-18b8-407b-8e8d-b161b00e140d
31-01-2020,Debit Card,Enrichment,financial literacy workshop,1072.32,Expense,0ebf9ad6-6a13-4d2e-a05b-006e2570db70
31-01-2020,Cash,Care Essentials,baby oil,250.35,Expense,2aa8aefd-8a55-40b8-8a55-e93cf2384c02
01-02-2020,Net Banking,Salary,internship stipend,39441.0,Income,77826695-e60f-431b-8829-304770a4bab6
01-02-2020,Credit Card,Rewards,first-time user bonus,954.47,Income,0c85c085-3825-45c2-a882-33f1f8f7723a
01-02-2020,Debit Card,Pension,provident fund pension installment,39209.29,Income,6c98507f-d387-4f48-a5d2-c6da172b1933
01-02-2020,UPI,Side Hustle,homemade candle sale,7127.1,Income,9ac08428-0c7f-4843-9b13-f9cd3becbc05
01-02-2020,Net Banking,Financial Dues,insurance premium,3690.17,Expense,89304ece-528c-4482-acf3-9f89fd284976
01-02-2020,Mobile Wallet,Stocks,nifty 50 investment,1110.0,Income,525c14cd-082f-4c55-a534-37b7614b630d
01-02-2020,Credit Card,Education,mock test series,8797.59,Expense,5cc68c65-362c-4575-8863-b895d9d7c83f
01-02-2020,Credit Card,Utilities,bed purchase,4813.15,Expense,d4649bde-1955-4b07-a598-a99857114565
01-02-2020,UPI,Groceries,soft drinks,322.04,Expense,4b9bf7c3-8711-4cba-a4e9-3f4e2bae4e91
01-02-2020,Net Banking,Rent,rent received in cash,15329.76,Income,47b7deb6-0790-4f8b-b0ff-c7adeec69aad
01-02-2020,Net Banking,Rent,HRA deducted from salary,21349.9,Expense,0991901c-7bff-45cf-bb8c-72f69c6704ca
01-02-2020,UPI,Domestic Help,nanny salary,5618.42,Expense,76eabfe2-66e3-4976-a5a0-b1f3ceb4bbf9
02-02-2020,Credit Card,Miscellaneous,lost key replacement,7581.06,Expense,538a5488-e3fc-446e-9d5f-9f9dcf0ea427
02-02-2020,Net Banking,Financial Dues,cheque bounce penalty,4517.4,Expense,dcc95cec-fd02-4f0f-9354-2c56c89ce98c
02-02-2020,UPI,Domestic Help,nanny salary,2579.85,Expense,15bc7796-6534-4274-b07d-efd92ee37175
02-02-2020,Debit Card,Education,crayons,9442.56,Expense,c07b0687-213e-45e1-a4ac-0770e50108d3
02-02-2020,Credit Card,Utilities,door lock replacement,508.46,Expense,9daa1c2f-5c3d-4ba6-808b-d91cb65ab7dc
02-02-2020,Credit Card,Transportation,vehicle insurance premium,1889.58,Expense,d6e495b1-69dc-423c-a92f-b5d9e88aae50
02-02-2020,Net Banking,Rent,HRA deducted from salary,16263.71,Expense,f1ca40c5-6e83-42e6-b5a7-5ae8d929accb
02-02-2020,Mobile Wallet,Communication,sonyliv subscription,359.02,Expense,99855bbb-9bdc-4ec5-9da8-f5fa5f6e4ebf
03-02-2020,Mobile Wallet,Rewards,movie ticket cashback,472.87,Income,9e2e9b01-3e2d-4c8e-aeb5-dca47d347577
03-02-2020,UPI,Domestic Help,car cleaner fee,2197.45,Expense,a7711bdb-06bf-4d58-bfff-e663c5bbfc1c
03-02-2020,Debit Card,Education,book fair purchase,6177.63,Expense,73e30edc-bb53-42da-9e1a-3ec86897d3be
03-02-2020,Debit Card,Utilities,induction stove,896.74,Expense,5566624a-6204-4f59-92a6-aaa340df6103
03-02-2020,Net Banking,Rent,lease amount,13207.73,Expense,9f6b6ff4-6b45-4e3b-b94b-5372a44dc9b8
03-02-2020,Mobile Wallet,Communication,landline bill,306.24,Expense,97fe6109-3779-4a86-b069-6aacca6a798e
04-02-2020,Net Banking,Rent,maintenance charges,15819.14,Expense,3a9dee04-a445-4eb9-b8a0-2442ad30ecdb
04-02-2020,Mobile Wallet,Healthcare,hospital visit,124.52,Expense,9444efde-1322-4e29-8a90-b9766fddb1ac
04-02-2020,Debit Card,Utilities,burglar system install,1241.47,Expense,206b819d-3821-46e8-91bb-03a02b390e11
04-02-2020,UPI,Communication,phone case,216.32,Expense,647fc92b-5e28-45c4-a236-1023a7802fdf
04-02-2020,Debit Card,Enrichment,photography course,617.4,Expense,21859b04-dc7f-44f3-bd1c-aecfec741244
04-02-2020,UPI,Domestic Help,festival bonus,4091.77,Expense,03ea750e-7a86-41be-9e6c-a4c9ac2bd066
04-02-2020,Net Banking,Financial Dues,bank overdraft fee,15157.72,Expense,c280b542-6693-43e0-baa3-6daa3d2093ce
04-02-2020,Mobile Wallet,Rewards,reward points redemption,134.24,Income,f80730ae-4fd9-428d-99f1-1dbd82d360d8
05-02-2020,Debit Card,Discretionary,movie tickets,2293.17,Expense,76815553-f856-4ffb-a823-2e0836602d36
05-02-2020,Credit Card,Rewards,promo code discount credited,529.96,Income,70bcf8b0-2c84-445e-89cf-cc4dc7f3cfa9
05-02-2020,Debit Card,Education,story books,5672.77,Expense,3b02232a-0e45-436d-b4fa-0b1abf939ea2
05-02-2020,Net Banking,Financial Dues,credit card payment,4379.81,Expense,1275a3e0-0bfe-48ac-85b3-8a52410f92dd
05-02-2020,UPI,Utilities,paint supplies,1008.12,Expense,fac39244-119a-408e-87f1-fdcc7e266757
05-02-2020,Credit Card,Communication,laptop adapter,852.7,Expense,8f922ddd-c841-490a-9822-85fe3c6aa277
05-02-2020,Cash,Healthcare,antibiotics,726.7,Expense,039e0d69-bd8e-4b42-a8e7-21bde27dca76
05-02-2020,Net Banking,Rent,rent advance payment,27434.7,Expense,386f8e1b-8019-4708-8c98-e7d754aa863d
06-02-2020,Mobile Wallet,Groceries,ragi flour,647.81,Expense,ece3692a-a879-4d2f-9df6-4640b773b180
06-02-2020,Credit Card,Transportation,car servicing,2438.37,Expense,2725dc27-762a-4a5f-b7ee-9440cca191cb
06-02-2020,UPI,Communication,mobile charger,1079.68,Expense,4ce569c9-79ec-4014-80e1-ee77125a2f7f
06-02-2020,UPI,Domestic Help,nanny salary,2759.69,Expense,db69d433-97ec-48cc-93c5-fa3709d251a8
06-02-2020,Credit Card,Rewards,referral bonus credited,592.03,Income,29fc93a4-753b-4b6c-b74c-80a62324065b
07-02-2020,UPI,Communication,apple music subscription,465.97,Expense,c2959d44-ace1-4649-9aea-490df0737df7
07-02-2020,Net Banking,Education,exam fees,9211.03,Expense,88bb1386-5945-4d54-a38c-0a1d979200af
07-02-2020,Net Banking,Rent,security deposit for flat,15663.96,Expense,610b1d43-883a-4ea8-8009-eabdb48e8dad
07-02-2020,Cash,Transportation,shuttle service,561.95,Expense,3d7881fd-9645-4c79-a2c6-a865b93ff933
08-02-2020,Net Banking,Rent,lease amount,14850.96,Expense,f6ae4604-b384-460b-a67a-d767256c94f9
08-02-2020,Credit Card,Transportation,bus tickets,1549.31,Expense,b823c8b9-4173-4d42-b372-450fa6e3aa8c
08-02-2020,Mobile Wallet,Rewards,reward points redemption,194.86,Income,d73fce67-278b-46ff-b778-66150e823c04
08-02-2020,UPI,Gifts,grahpravesh shagun,3709.69,Income,705b0743-4715-40e7-85f9-7364e94d0797
09-02-2020,Net Banking,Financial Dues,overdue payment penalty,5627.67,Expense,e0a18c6b-9e9a-4830-b117-e7d69fafbf13
09-02-2020,UPI,Groceries,crab,175.57,Expense,7540da76-ef16-4cc2-8e93-01f7d71a4f8a
09-02-2020,Debit Card,Healthcare,band-aids,2821.3,Expense,a38b6446-bedc-4daa-9b6a-c4b370255918
09-02-2020,Mobile Wallet,Transportation,tram,104.13,Expense,01a7ff29-e349-4760-94c7-45ed5a790572
09-02-2020,Mobile Wallet,Communication,wireless earbuds,734.84,Expense,8428567f-579c-4fee-b358-968915caa29f
09-02-2020,Debit Card,Education,exam fees,4804.87,Expense,60b2b886-26c7-47d3-9f8c-46aa03c1e2bc
09-02-2020,UPI,Domestic Help,driver salary,3783.96,Expense,341c7be9-f620-4830-bbac-1eb546cafcbe
10-02-2020,Mobile Wallet,Care Essentials,pedigree,386.06,Expense,28f4216a-d921-46c3-93a7-b55cf2f13182
10-02-2020,Mobile Wallet,Rewards,reward points redemption,202.25,Income,d82d8bf1-fa85-49e6-b631-76c056356502
10-02-2020,UPI,Domestic Help,tailor new dress stitch,5650.76,Expense,cbd2114a-29ac-41f2-938e-7ea7033fe27f
11-02-2020,UPI,Groceries,chutney,294.16,Expense,e8363e0b-c78f-4e64-ad54-907be1585860
11-02-2020,Cash,Transportation,flight tickets,1251.67,Expense,a0d9a87f-699a-4254-a97f-749534fedcef
12-02-2020,Mobile Wallet,Transportation,local train,370.23,Expense,357b25e4-b3e3-476c-ad09-dd09e3707aeb
13-02-2020,Credit Card,Transportation,local train,2591.05,Expense,d88d531c-ebfc-4a51-905e-647931c0de31
13-02-2020,UPI,Care Essentials,foundation cream,204.23,Expense,cf6f4275-2c0a-4910-8698-9d88e1f74d8f
13-02-2020,Credit Card,Miscellaneous,money from old electronics sale,4211.93,Income,f2549215-3961-41c6-84e9-6b6a2901381c
14-02-2020,Cash,Groceries,kendriya bhandar items,422.53,Expense,4d9d57ed-c7bc-4efb-90b1-dca47e175432
14-02-2020,Mobile Wallet,Enrichment,gym membership,1094.12,Expense,08240a5f-3ab2-41c1-afbf-359107ccd999
15-02-2020,Debit Card,Healthcare,x-ray,3031.17,Expense,d8e43e1b-cf8b-41bd-82e0-b42801621125
15-02-2020,Credit Card,Transportation,bike servicing,558.93,Expense,4f605375-16b3-4318-977b-59a2370570d5
15-02-2020,Debit Card,Miscellaneous,inheritance money,1443.19,Income,b433317d-e92d-4bd0-ad3d-d8fdc061354b
16-02-2020,UPI,Transportation,parking fee,1003.96,Expense,256c7d9a-8ec1-468b-98de-a8f7f0861025
16-02-2020,Mobile Wallet,Groceries,chicken,700.01,Expense,285aaa0d-d3e9-437e-b9c8-ba7ec3e93a98
17-02-2020,Cash,Transportation,car repair,912.08,Expense,45d3d684-693e-4ae7-b7ff-ba1c64c8ab37
18-02-2020,Mobile Wallet,Groceries,baking stuff,241.86,Expense,e2da8957-6bc0-4da6-9006-e2bc119f2932
18-02-2020,Debit Card,Enrichment,career guidance seminar,2018.87,Expense,b06a9042-218a-4ba0-981e-d91080bbd689
19-02-2020,UPI,Transportation,fastag recharge,440.31,Expense,8d500efe-9c86-4014-a8b9-157849edbe00
19-02-2020,Cash,Care Essentials,eyeliner,322.7,Expense,dc6d7f7a-8e09-4890-87ff-24cce2fa8d6a
20-02-2020,UPI,Groceries,cleaning supplies,330.72,Expense,89e6c56e-8a2f-42f5-9a41-571b3c41854b
20-02-2020,Debit Card,Transportation,suburban train,2890.5,Expense,4ce0e25b-9c3e-4664-8b72-935a1f60ee07
21-02-2020,UPI,Groceries,kendriya bhandar items,237.36,Expense,7e87a69a-645f-4b7b-a728-e4cb283d931c
21-02-2020,Debit Card,Miscellaneous,donation to charity,7657.07,Expense,63c0ff3a-02aa-4db0-b550-4c2710ddb130
22-02-2020,Mobile Wallet,Healthcare,doctor consultation fee,197.1,Expense,896a58c9-5453-44a7-ba5b-625ff4cf567c
22-02-2020,Credit Card,Discretionary,fitness retreat,3503.01,Expense,122f5f56-0683-423b-8556-843f808db441
22-02-2020,Cash,Gifts,eidi gift,730.33,Income,7883d779-6c39-4d6f-9b48-d164238619b9
23-02-2020,Cash,Gifts,rakhi gift cash,1013.6,Income,54be0329-d887-44c9-bcf2-ca08800a4e24
23-02-2020,UPI,Transportation,vehicle insurance premium,2160.85,Expense,ba3b547a-c907-4aa3-8bf5-9d57f99f4545
23-02-2020,Debit Card,Healthcare,mouthwash,1858.02,Expense,0bae3550-ca5e-43d7-80dc-493223de37ed
23-02-2020,UPI,Groceries,dry fruits,151.86,Expense,98b4bdde-2313-45f4-bbb5-5b918accf88a
24-02-2020,Mobile Wallet,Groceries,cleaning supplies,917.93,Expense,e420e6e4-144c-4686-8f36-01505dc93642
24-02-2020,Credit Card,Transportation,car repair,1830.03,Expense,5ab446ac-a8f1-4eef-82da-8b981cc144a9
24-02-2020,Mobile Wallet,Rewards,dining loyalty points credited,174.85,Income,36bea273-1262-4509-bf7f-471a1dd23c93
25-02-2020,Net Banking,Rent,late rent penalty received,17254.04,Income,a8b64bae-60ce-436e-9087-1941c3450db8
25-02-2020,Credit Card,Transportation,metro,1243.73,Expense,407cac61-f994-4057-af35-89aca6e7987a
25-02-2020,Credit Card,Miscellaneous,tax refund,2646.5,Income,66809b4e-bf61-4b44-835d-7b7104913620
26-02-2020,Net Banking,Rent,late rent penalty received,19747.81,Income,36431deb-410e-4bcb-835c-5c48295d594a
26-02-2020,Debit Card,Groceries,jam,909.32,Expense,58a887b0-0ab8-467a-86b4-956025254b43
26-02-2020,Credit Card,Miscellaneous,courier charges,2932.6,Expense,a5701fe9-8bc0-4188-a986-9f7b5503e8be
26-02-2020,UPI,Salary,appraisal arrears,34590.88,Income,4352a3f9-8dc4-4fbf-a927-48c03f9b3526
27-02-2020,Mobile Wallet,Rewards,reward points redemption,135.49,Income,fddf6541-7372-4b92-aad3-a5b43678ba9d
27-02-2020,Mobile Wallet,Side Hustle,tailoring order payment,1725.81,Income,1b3ff9ac-e807-46d8-a200-df3b20a7d7ec
27-02-2020,Cash,Groceries,yogurt,422.47,Expense,48493f0c-7550-4d68-8115-9cc2ee92c506
27-02-2020,UPI,Transportation,bus,914.83,Expense,25ac03b3-304b-4839-81f6-1639226c51af
28-02-2020,UPI,Transportation,flight tickets,449.93,Expense,c08f89ef-ce1c-42a8-8e79-ce702f91f92c
28-02-2020,UPI,Enrichment,video editing course,780.84,Expense,86e95b2b-ec92-4be2-bebb-fc448c4a529c
28-02-2020,Credit Card,Stocks,intraday trading profit,1656.09,Income,5f063ba7-de07-4f6c-954a-49e80ce0ceac
29-02-2020,UPI,Groceries,crab,332.27,Expense,d74b757e-4186-4419-b5f4-3c1e058af557
29-02-2020,Cash,Care Essentials,dermi cool,128.92,Expense,3498e025-fd6d-484b-bd53-3f88273a683a
