Date,Mode,Category,Remark,Amount,Income_Expense,Transaction_id
01-11-2015,Cash,Transportation,auto,70,Expense,TXN351
03-11-2015,Cash,Transportation,auto,40,Expense,TXN353
05-11-2015,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN356
05-11-2015,Cash,Groceries,Dinner,84,Expense,TXN357
07-11-2015,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN359
10-11-2015,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN360
12-11-2015,Cash,Groceries,Eating out,25,Expense,TXN362
21-11-2015,Cash,Groceries,Eggs,84,Expense,TXN365
27-11-2015,Cash,Groceries,snacks,25,Expense,TXN368
29-11-2015,Cash,Transportation,auto,50,Expense,TXN371
29-11-2015,Cash,Transportation,auto,40,Expense,TXN369
29-11-2015,Cash,Transportation,auto,30,Expense,TXN370
01-12-2015,Saving Bank account 1,Discretionary,Footwear,773,Expense,TXN373
01-12-2015,Cash,Groceries,Eggs,84,Expense,TXN374
02-12-2015,Cash,Discretionary,Footwear,325,Expense,TXN378
05-12-2015,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN379
05-12-2015,Cash,Groceries,snacks,90,Expense,TXN381
07-12-2015,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN383
10-12-2015,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN386
11-12-2015,Cash,Transportation,auto,100,Expense,TXN387
12-12-2015,Saving Bank account 1,Transportation,auto,50,Expense,TXN388
19-12-2015,Cash,Groceries,Eggs,80,Expense,TXN389
19-12-2015,Saving Bank account 1,Healthcare,Medicine,220,Expense,TXN390
19-12-2015,Saving Bank account 1,Healthcare,Medicine,235,Expense,TXN391
25-12-2015,Cash,Utilities,Kitchen,50,Expense,TXN394
25-12-2015,Saving Bank account 1,Discretionary,Footwear,270,Expense,TXN395
30-12-2015,Cash,Discretionary,Makeup,2000,Expense,TXN398
01-01-2016,Saving Bank account 1,Financial Obligations,Public Provident Fund,10000,Expense,TXN404
05-01-2016,Cash,Transportation,auto,30,Expense,TXN406
05-01-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN408
05-01-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,TXN409
07-01-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN410
09-01-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,TXN412
10-01-2016,Cash,Utilities,Kitchen,15,Expense,TXN413
11-01-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN414
11-01-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,TXN415
12-01-2016,Cash,Discretionary,Footwear,200,Expense,TXN416
22-01-2016,Saving Bank account 1,Communication,Kindle unlimited,169,Expense,TXN418
26-01-2016,Saving Bank account 1,Communication,Audible,199,Expense,TXN419
01-02-2016,Saving Bank account 1,Financial Obligations,Public Provident Fund,10000,Expense,TXN422
05-02-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN423
05-02-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,TXN424
07-02-2016,Cash,Groceries,Grocery,160,Expense,TXN425
08-02-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,TXN426
08-02-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN427
10-02-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,TXN428
10-02-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN429
13-02-2016,Saving Bank account 1,Healthcare,Health,80,Expense,TXN430
13-02-2016,Cash,Transportation,auto,40,Expense,TXN431
14-02-2016,Cash,Groceries,Grocery,165,Expense,TXN432
20-02-2016,Cash,Groceries,Grocery,85,Expense,TXN433
22-02-2016,Saving Bank account 1,Communication,Kindle unlimited,169,Expense,TXN434
22-02-2016,Cash,Groceries,snacks,40,Expense,TXN435
24-02-2016,Saving Bank account 1,Communication,Audible,199,Expense,TXN436
27-02-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,TXN441
27-02-2016,Saving Bank account 1,Groceries,snacks,50,Expense,TXN439
28-02-2016,Saving Bank account 1,Groceries,snacks,100,Expense,TXN443
28-02-2016,Cash,Healthcare,Saloon,100,Expense,TXN444
28-02-2016,Saving Bank account 1,Groceries,snacks,70,Expense,TXN445
02-03-2016,Saving Bank account 1,Financial Obligations,Public Provident Fund,10000,Expense,TXN446
05-03-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,TXN447
05-03-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN448
06-03-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,TXN449
08-03-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN450
10-03-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN451
10-03-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,TXN452
11-03-2016,Cash,Education,School supplies,20,Expense,TXN453
11-03-2016,Cash,Groceries,Grocery,60,Expense,TXN455
15-03-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,TXN456
20-03-2016,Cash,Groceries,Grocery,35,Expense,TXN459
21-03-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,TXN460
22-03-2016,Saving Bank account 1,Communication,Kindle unlimited,169,Expense,TXN461
01-04-2016,Saving Bank account 1,Financial Obligations,Public Provident Fund,10000,Expense,TXN465
02-04-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,TXN467
02-04-2016,Cash,Transportation,auto,50,Expense,TXN469
02-04-2016,Cash,Groceries,beverage,20,Expense,TXN470
03-04-2016,Saving Bank account 1,Communication,OTT Platform,300,Expense,TXN471
05-04-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN472
05-04-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,TXN473
07-04-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN474
11-04-2016,Saving Bank account 1,Groceries,Grocery,1279,Expense,TXN475
11-04-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,TXN476
12-04-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN477
12-04-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,TXN478
15-04-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,TXN479
16-04-2016,Cash,Utilities,Toiletries,50,Expense,TXN480
20-04-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,TXN481
24-04-2016,Saving Bank account 1,Communication,Kindle unlimited,169,Expense,TXN482
26-04-2016,Saving Bank account 1,Groceries,Grocery,259,Expense,TXN483
28-04-2016,Saving Bank account 1,Communication,Hotstar,299,Expense,TXN484
01-05-2016,Saving Bank account 1,Financial Obligations,Public Provident Fund,10000,Expense,TXN487
03-05-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,TXN489
05-05-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN490
05-05-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,TXN491
06-05-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,TXN492
07-05-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN493
10-05-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN494
10-05-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,TXN495
16-05-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,TXN496
17-05-2016,Saving Bank account 1,Financial Obligations,LIC,11286,Expense,TXN498
19-05-2016,Saving Bank account 1,Groceries,Grocery,180,Expense,TXN499
22-05-2016,Cash,Transportation,auto,40,Expense,TXN500
22-05-2016,Saving Bank account 1,Healthcare,Saloon,120,Expense,TXN501
29-05-2016,Saving Bank account 1,Groceries,Grocery,504,Expense,TXN502
30-05-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,TXN503
31-05-2016,Saving Bank account 1,Transportation,auto,50,Expense,TXN505
01-06-2016,Cash,Groceries,Water,25,Expense,TXN507
01-06-2016,Saving Bank account 1,Financial Obligations,Public Provident Fund,10000,Expense,TXN506
05-06-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN510
05-06-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,TXN511
05-06-2016,Cash,Groceries,Grocery,68,Expense,TXN509
07-06-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN512
10-06-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN513
10-06-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,TXN514
12-06-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,TXN515
12-06-2016,Cash,Groceries,Eggs,84,Expense,TXN516
19-06-2016,Saving Bank account 1,Healthcare,exam fee,905,Expense,TXN518
19-06-2016,Saving Bank account 1,Groceries,Grocery,600,Expense,TXN519
20-06-2016,Saving Bank account 1,Groceries,snacks,140,Expense,TXN520
22-06-2016,Saving Bank account 1,Communication,Mobile Service Provider,350,Expense,TXN521
23-06-2016,Saving Bank account 1,Communication,Amazon Prime,995,Expense,TXN522
27-06-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,TXN523
27-06-2016,Saving Bank account 1,Transportation,Travels,3200,Expense,TXN524
01-07-2016,Saving Bank account 1,Financial Obligations,Public Provident Fund,10000,Expense,TXN529
01-07-2016,Saving Bank account 1,Healthcare,misc,2599,Expense,TXN530
04-07-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,TXN531
05-07-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,TXN532
05-07-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN533
05-07-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,TXN534
07-07-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN535
12-07-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN536
12-07-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,TXN537
13-07-2016,Cash,Healthcare,Medicine,10,Expense,TXN538
20-07-2016,Saving Bank account 1,Communication,Mobile Service Provider,2599,Expense,TXN539
21-07-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,TXN540
25-07-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,TXN541
01-08-2016,Saving Bank account 1,Financial Obligations,Public Provident Fund,10000,Expense,TXN544
04-08-2016,Saving Bank account 1,Healthcare,misc,260,Expense,TXN546
05-08-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN547
05-08-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,TXN548
07-08-2016,Saving Bank account 1,Healthcare,exam fee,750,Expense,TXN549
07-08-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN550
09-08-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,TXN551
10-08-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN552
10-08-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,TXN553
11-08-2016,Saving Bank account 1,Financial Obligations,LIC,11286,Expense,TXN554
14-08-2016,Cash,Healthcare,Saloon,100,Expense,TXN555
18-08-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,TXN557
22-08-2016,Saving Bank account 1,Discretionary,Rakshabandhan,500,Expense,TXN559
23-08-2016,Saving Bank account 1,Healthcare,Pocket money,2000,Expense,TXN560
24-08-2016,Saving Bank account 1,Discretionary,Rakshabandhan,500,Expense,TXN561
29-08-2016,Cash,Utilities,Kitchen,40,Expense,TXN562
29-08-2016,Saving Bank account 1,Utilities,Toiletries,98,Expense,TXN563
29-08-2016,Cash,Discretionary,Ganesh Pujan,361,Expense,TXN564
01-09-2016,Saving Bank account 1,Financial Obligations,Public Provident Fund,10000,Expense,TXN567
01-09-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,TXN568
01-09-2016,Saving Bank account 1,Transportation,Travels,750,Expense,TXN569
05-09-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN570
05-09-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,TXN571
06-09-2016,Saving Bank account 1,Transportation,Travels,598.5,Expense,TXN572
07-09-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN573
07-09-2016,Cash,Groceries,Eggs,72,Expense,TXN574
08-09-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,TXN575
08-09-2016,Cash,Groceries,Grocery,20,Expense,TXN576
08-09-2016,Saving Bank account 1,Groceries,beverage,30,Expense,TXN577
09-09-2016,Cash,Groceries,Milk,70,Expense,TXN578
10-09-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN579
10-09-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,TXN580
11-09-2016,Saving Bank account 1,Groceries,Milk,35,Expense,TXN582
11-09-2016,Cash,Groceries,Grocery,70,Expense,TXN583
11-09-2016,Cash,Transportation,auto,20,Expense,TXN581
12-09-2016,Cash,Groceries,Milk,35,Expense,TXN585
12-09-2016,Cash,Groceries,Grocery,35,Expense,TXN586
12-09-2016,Saving Bank account 1,Groceries,snacks,20,Expense,TXN584
13-09-2016,Saving Bank account 1,Groceries,Eating out,845,Expense,TXN587
13-09-2016,Cash,Groceries,snacks,70,Expense,TXN588
14-09-2016,Saving Bank account 1,Healthcare,gift,437,Expense,TXN589
14-09-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,TXN590
15-09-2016,Cash,Groceries,Grocery,95,Expense,TXN591
19-09-2016,Cash,Groceries,Milk,33,Expense,TXN592
01-10-2016,Cash,Discretionary,Navratri,200,Expense,TXN596
01-10-2016,Saving Bank account 1,Financial Obligations,Public Provident Fund,10000,Expense,TXN598
05-10-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN599
05-10-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,TXN600
07-10-2016,Saving Bank account 1,Communication,Netflix,199,Expense,TXN601
08-10-2016,Saving Bank account 1,Discretionary,grooming,174,Expense,TXN602
09-10-2016,Saving Bank account 1,Transportation,auto,80,Expense,TXN604
09-10-2016,Saving Bank account 1,Groceries,Grocery,90,Expense,TXN603
09-10-2016,Saving Bank account 1,Healthcare,misc,249,Expense,TXN606
09-10-2016,Saving Bank account 1,Healthcare,Medicine,40,Expense,TXN605
10-10-2016,Cash,Groceries,Grocery,100,Expense,TXN607
10-10-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN608
10-10-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN609
10-10-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,TXN610
12-10-2016,Saving Bank account 1,Groceries,Grocery,150,Expense,TXN611
13-10-2016,Saving Bank account 1,Healthcare,misc,249,Expense,TXN612
14-10-2016,Saving Bank account 1,Groceries,Grocery,120,Expense,TXN613
15-10-2016,Saving Bank account 1,Groceries,Grocery,430,Expense,TXN614
17-10-2016,Cash,Groceries,Grocery,215,Expense,TXN615
22-10-2016,Cash,Groceries,Eating out,20,Expense,TXN616
22-10-2016,Cash,Groceries,Grocery,35,Expense,TXN617
24-10-2016,Cash,Groceries,Grocery,320,Expense,TXN618
25-10-2016,Cash,Groceries,snacks,25,Expense,TXN619
26-10-2016,Saving Bank account 1,Healthcare,Medicine,617,Expense,TXN620
27-10-2016,Cash,Groceries,Grocery,25,Expense,TXN623
27-10-2016,Saving Bank account 1,Healthcare,gift,1119.2,Expense,TXN624
27-10-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,TXN621
27-10-2016,Cash,Groceries,fruits,170,Expense,TXN622
28-10-2016,Saving Bank account 1,Healthcare,Medicine,221,Expense,TXN625
28-10-2016,Cash,Transportation,auto,40,Expense,TXN626
31-10-2016,Saving Bank account 1,Discretionary,Diwali,1999,Expense,TXN628
01-11-2016,Saving Bank account 1,Financial Obligations,Public Provident Fund,10000,Expense,TXN630
01-11-2016,Cash,Groceries,fruits,50,Expense,TXN631
01-11-2016,Cash,Discretionary,Diwali,450,Expense,TXN632
02-11-2016,Cash,Healthcare,Saloon,80,Expense,TXN633
03-11-2016,Cash,Groceries,Grocery,240,Expense,TXN634
03-11-2016,Saving Bank account 1,Healthcare,Medicine,700,Expense,TXN635
04-11-2016,Cash,Discretionary,Diwali,50,Expense,TXN638
05-11-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN639
05-11-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,TXN640
05-11-2016,Cash,Transportation,auto,30,Expense,TXN641
07-11-2016,Cash,Groceries,Eating out,45,Expense,TXN642
08-11-2016,Saving Bank account 1,Communication,Netflix,199,Expense,TXN643
10-11-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN645
10-11-2016,Saving Bank account 1,Financial Obligations,LIC,11286,Expense,TXN646
10-11-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,TXN647
10-11-2016,Cash,Transportation,auto,40,Expense,TXN648
10-11-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,TXN649
12-11-2016,Cash,Groceries,snacks,10,Expense,TXN650
12-11-2016,Cash,Healthcare,Medicine,55,Expense,TXN651
14-11-2016,Saving Bank account 1,Transportation,Travels,4662,Expense,TXN652
14-11-2016,Saving Bank account 1,Transportation,Travels,1800,Expense,TXN653
15-11-2016,Cash,Groceries,Grocery,20,Expense,TXN654
15-11-2016,Cash,Groceries,fruits,180,Expense,TXN656
17-11-2016,Cash,Groceries,snacks,10,Expense,TXN657
19-11-2016,Cash,Transportation,auto,40,Expense,TXN665
19-11-2016,Cash,Transportation,auto,40,Expense,TXN658
19-11-2016,Cash,Groceries,chocolate,2,Expense,TXN659
19-11-2016,Cash,Transportation,auto,50,Expense,TXN661
19-11-2016,Cash,Groceries,Water,40,Expense,TXN662
19-11-2016,Saving Bank account 1,Groceries,Eating out,1087,Expense,TXN660
19-11-2016,Cash,Transportation,Taxi,100,Expense,TXN669
19-11-2016,Cash,Groceries,beverage,40,Expense,TXN666
